Price,Adj Close,Close,High,Low,Open,Volume
Ticker,AAPL,AAPL,AAPL,AAPL,AAPL,AAPL
Datetime,,,,,,
2025-01-23 14:30:00+00:00,224.77000427246094,224.77000427246094,226.25999450683594,224.5,224.72999572753906,6234470
2025-01-23 14:45:00+00:00,225.1649932861328,225.1649932861328,225.5800018310547,224.25999450683594,224.77499389648438,2367934
2025-01-23 15:00:00+00:00,226.05999755859375,226.05999755859375,226.10000610351562,224.8903045654297,225.19000244140625,2761257
2025-01-23 15:15:00+00:00,225.97000122070312,225.97000122070312,227.02999877929688,225.84500122070312,226.05999755859375,2952351
2025-01-23 15:30:00+00:00,226.1699981689453,226.1699981689453,226.3699951171875,225.52000427246094,225.96499633789062,1868152
2025-01-23 15:45:00+00:00,225.32420349121094,225.32420349121094,226.19000244140625,225.10000610351562,226.17999267578125,1611242
2025-01-23 16:00:00+00:00,224.9499969482422,224.9499969482422,225.41000366210938,224.75,225.3336944580078,1590396
2025-01-23 16:15:00+00:00,225.1750030517578,225.1750030517578,225.22000122070312,224.3800048828125,224.9499969482422,1591812
2025-01-23 16:30:00+00:00,224.42999267578125,224.42999267578125,225.19500732421875,224.12130737304688,225.16000366210938,1487991
2025-01-23 16:45:00+00:00,224.0399932861328,224.0399932861328,224.58999633789062,223.80999755859375,224.4499969482422,1311081
2025-01-23 17:00:00+00:00,224.10989379882812,224.10989379882812,224.15859985351562,223.3856964111328,224.05999755859375,1282858
2025-01-23 17:15:00+00:00,223.57000732421875,223.57000732421875,224.1300048828125,223.48500061035156,224.10110473632812,1185435
2025-01-23 17:30:00+00:00,223.42999267578125,223.42999267578125,223.60000610351562,223.19000244140625,223.56500244140625,1546823
2025-01-23 17:45:00+00:00,223.69500732421875,223.69500732421875,223.72000122070312,223.30999755859375,223.41000366210938,1919755
2025-01-23 18:00:00+00:00,223.72000122070312,223.72000122070312,223.77999877929688,223.39999389648438,223.69000244140625,863257
2025-01-23 18:15:00+00:00,223.5500030517578,223.5500030517578,223.7111053466797,223.4499969482422,223.7111053466797,753608
2025-01-23 18:30:00+00:00,223.38499450683594,223.38499450683594,223.63499450683594,223.22999572753906,223.55999755859375,863465
2025-01-23 18:45:00+00:00,223.0742950439453,223.0742950439453,223.4499969482422,223.00999450683594,223.3800048828125,1052535
2025-01-23 19:00:00+00:00,222.63999938964844,222.63999938964844,223.15989685058594,222.5,223.0749969482422,947955
2025-01-23 19:15:00+00:00,222.8000030517578,222.8000030517578,223.0050048828125,222.42999267578125,222.65989685058594,1253866
2025-01-23 19:30:00+00:00,222.64999389648438,222.64999389648438,222.97000122070312,222.5749969482422,222.80999755859375,1058005
2025-01-23 19:45:00+00:00,222.75,222.75,222.83999633789062,222.63999938964844,222.64999389648438,914122
2025-01-23 20:00:00+00:00,222.90870666503906,222.90870666503906,223.1300048828125,222.6804962158203,222.74000549316406,1092287
2025-01-23 20:15:00+00:00,222.8800048828125,222.8800048828125,223.1699981689453,222.83999633789062,222.91000366210938,1032367
2025-01-23 20:30:00+00:00,222.36000061035156,222.36000061035156,222.94000244140625,222.3000030517578,222.86500549316406,1408333
2025-01-23 20:45:00+00:00,223.64999389648438,223.64999389648438,223.64999389648438,222.3699951171875,222.3699951171875,5495496
2025-01-24 14:30:00+00:00,225.09500122070312,225.09500122070312,225.6300048828125,224.3300018310547,224.97500610351562,7878347
2025-01-24 14:45:00+00:00,224.50999450683594,224.50999450683594,225.4250030517578,224.30999755859375,225.10000610351562,2143996
2025-01-24 15:00:00+00:00,223.2550048828125,223.2550048828125,224.58999633789062,222.89999389648438,224.53500366210938,3135541
2025-01-24 15:15:00+00:00,222.72999572753906,222.72999572753906,223.3699951171875,222.5301055908203,223.25990295410156,2088312
2025-01-24 15:30:00+00:00,223.21499633789062,223.21499633789062,223.3699951171875,222.66000366210938,222.73500061035156,1797764
2025-01-24 15:45:00+00:00,223.06500244140625,223.06500244140625,223.3300018310547,222.94000244140625,223.21499633789062,1249398
2025-01-24 16:00:00+00:00,222.67999267578125,222.67999267578125,223.10000610351562,222.3800048828125,223.06500244140625,1523974
2025-01-24 16:15:00+00:00,222.75999450683594,222.75999450683594,222.7899932861328,222.35009765625,222.7100067138672,1519364
2025-01-24 16:30:00+00:00,223.41650390625,223.41650390625,223.4600067138672,222.60000610351562,222.77000427246094,1581371
2025-01-24 16:45:00+00:00,222.72999572753906,222.72999572753906,223.49000549316406,222.65499877929688,223.4199981689453,1381871
2025-01-24 17:00:00+00:00,223.11050415039062,223.11050415039062,223.27000427246094,222.66000366210938,222.73989868164062,877924
2025-01-24 17:15:00+00:00,222.27999877929688,222.27999877929688,223.19000244140625,222.13999938964844,223.110107421875,1226241
2025-01-24 17:30:00+00:00,222.34010314941406,222.34010314941406,222.41000366210938,221.9499969482422,222.27999877929688,1162530
2025-01-24 17:45:00+00:00,222.39239501953125,222.39239501953125,222.72450256347656,222.33999633789062,222.35000610351562,991502
2025-01-24 18:00:00+00:00,222.2100067138672,222.2100067138672,222.55999755859375,222.0200958251953,222.40989685058594,741482
2025-01-24 18:15:00+00:00,222.16000366210938,222.16000366210938,222.389892578125,222.05999755859375,222.22999572753906,691173
2025-01-24 18:30:00+00:00,222.32000732421875,222.32000732421875,222.36000061035156,222.07000732421875,222.13999938964844,619860
2025-01-24 18:45:00+00:00,222.0500030517578,222.0500030517578,222.5500030517578,221.9199981689453,222.30999755859375,892381
2025-01-24 19:00:00+00:00,222.2371063232422,222.2371063232422,222.35000610351562,222.02000427246094,222.05999755859375,773005
2025-01-24 19:15:00+00:00,222.3699951171875,222.3699951171875,222.39999389648438,222.17999267578125,222.22030639648438,627249
2025-01-24 19:30:00+00:00,222.7100067138672,222.7100067138672,222.75999450683594,222.32000732421875,222.35000610351562,938729
2025-01-24 19:45:00+00:00,222.60000610351562,222.60000610351562,222.8699951171875,222.55999755859375,222.7100067138672,898938
2025-01-24 20:00:00+00:00,222.8699951171875,222.8699951171875,222.889892578125,222.4600067138672,222.55169677734375,898221
2025-01-24 20:15:00+00:00,222.32000732421875,222.32000732421875,222.92999267578125,221.41000366210938,222.86000061035156,1950676
2025-01-24 20:30:00+00:00,222.27499389648438,222.27499389648438,222.52969360351562,222.1999969482422,222.31500244140625,1335900
2025-01-24 20:45:00+00:00,222.7899932861328,222.7899932861328,223.0449981689453,222.25,222.25999450683594,3901144
2025-01-27 14:30:00+00:00,226.7205047607422,226.7205047607422,227.3800048828125,224.0,224.02999877929688,13677489
2025-01-27 14:45:00+00:00,225.66000366210938,225.66000366210938,227.6999969482422,225.4199981689453,226.75,4353866
2025-01-27 15:00:00+00:00,225.19000244140625,225.19000244140625,226.0399932861328,224.82000732421875,225.64999389648438,2642756
2025-01-27 15:15:00+00:00,227.29229736328125,227.29229736328125,227.29229736328125,225.0601043701172,225.19500732421875,2221605
2025-01-27 15:30:00+00:00,227.8800048828125,227.8800048828125,228.5876007080078,227.08999633789062,227.3000030517578,3110234
2025-01-27 15:45:00+00:00,227.7899932861328,227.7899932861328,228.2100067138672,227.26010131835938,227.9199981689453,2225166
2025-01-27 16:00:00+00:00,227.85000610351562,227.85000610351562,228.8300018310547,227.7100067138672,227.75999450683594,2382474
2025-01-27 16:15:00+00:00,228.49380493164062,228.49380493164062,228.5500030517578,227.50999450683594,227.8350067138672,1847196
2025-01-27 16:30:00+00:00,229.60000610351562,229.60000610351562,229.60000610351562,228.2301025390625,228.47000122070312,2339925
2025-01-27 16:45:00+00:00,228.44500732421875,228.44500732421875,229.77999877929688,228.17999267578125,229.5850067138672,2896372
